id,district,code,party,first_name,last_name,first_elected,birth_year,gender,race_ethnicity,religion,lgbtq,votepercent_president2016_democrat,votepercent_president2016_republican,votepercent_president2012_democrat,votepercent_president2012_republican,votepercent_president2008_democrat,votepercent_president2008_republican,rvotepercent_house_democrat,rvotepercent_house_republican,votepercent_president2004_democrat,votepercent_president2004_republican,votepercent_president2000_democrat,votepercent_president2000_republican,votepercent2014_house_democrat,votepercent2014_house_republican,two_party2012_dem,two_party2012_rep,acs_population_adult_white,acs_population_adult_black,acs_population_adult_latino,acs_population_adult_asianpacificislander,acs_population_adult_native,acs_population_adult_other,acs_bachelordegree_age25plus,acs_ba_rank,acs_ba_white,acs_ba_white_rank,acs_medianincome,acs_medianincome_rank,noncollege_white_share,tvotetotal_president,qvote_president_democrat,qvote_president_republican,votetotal_president2012,vote_president2012_democrat,vote_president2012_republican,votetotal_president2008,vote_president2008_democrat,vote_president2008_republican,votetotal2016_house,vote_house2016_democrat,vote_house2016_republican,vote_house2016_other,vote_total2014_house,vote_house2014_democrat,vote_house2014_republican,vote_house2014_other,house2_party2012_dem,house2_party2012_rep,acs_population_total,acs_votingagepopulation_total,,,
392,Texas 31st,TX-31,Republican,John,Carter,2002,1941,Man,White - Non-Hispanic,Christian - Lutheran,No,40.8,53.5,38.3,59.6,42.8,56.2,36.5,58.4,54,46,47,53,32,64,36.3,63.7,64.8,11.2,18.3,3.4,0.3,2,34.3,135,38.3,154,69228,99,40,287510,117181,153823,242714,92842,144634,241425,103359,135601,284588,103852,166060,14676,143028,45715,91607,5706,82977,145348,739530,531830,,,"(392,'Texas 31st','TX-31','Republican','John','Carter',2002,1941,'Man','White - Non-Hispanic','Christian - Lutheran','No',40.8,53.5,38.3,59.6,42.8,56.2,36.5,58.4,54,46,47,53,32,64,36.3,63.7,64.8,11.2,18.3,3.4,0.3,2,34.3,135,38.3,154,69228,99,40,287510,117181,153823,242714,92842,144634,241425,103359,135601,284588,103852,166060,14676,143028,45715,91607,5706,82977,145348,739530,531830),"
393,Texas 32nd,TX-32,Republican,Pete,Sessions,2002,1955,Man,White - Non-Hispanic,Christian - Methodist,No,48.5,46.6,41.5,57,44,55.3,0,71.1,35,65,38,62,35.4,61.8,40.4,59.6,63.8,13,14.2,6.7,0.2,2,43.4,54,55.7,37,70119,95,28.2,278080,134895,129701,256873,106563,146420,266302,117231,147226,229171,0,162868,66303,156096,55325,96495,4276,99288,146653,646990,477325,,,"(393,'Texas 32nd','TX-32','Republican','Pete','Sessions',2002,1955,'Man','White - Non-Hispanic','Christian - Methodist','No',48.5,46.6,41.5,57,44,55.3,0,71.1,35,65,38,62,35.4,61.8,40.4,59.6,63.8,13,14.2,6.7,0.2,2,43.4,54,55.7,37,70119,95,28.2,278080,134895,129701,256873,106563,146420,266302,117231,147226,229171,0,162868,66303,156096,55325,96495,4276,99288,146653,646990,477325),"
394,Texas 33rd,TX-33,Democratic,Marc,Veasey,2012,1971,Man,Black - African-American,Christian - Southern Baptist,No,72.9,23.7,72,27.1,68.7,30.7,73.7,26.3,45,55,50,50,86.5,0,73.8,26.2,27,24.4,44.9,2.5,0.3,0.9,9.3,434,24.3,368,38445,421,20.4,129653,94513,30787,120480,86686,32641,131182,90180,40290,126369,93147,33222,0,50592,43769,0,6823,85114,30252,532215,320165,,,"(394,'Texas 33rd','TX-33','Democratic','Marc','Veasey',2012,1971,'Man','Black - African-American','Christian - Southern Baptist','No',72.9,23.7,72,27.1,68.7,30.7,73.7,26.3,45,55,50,50,86.5,0,73.8,26.2,27,24.4,44.9,2.5,0.3,0.9,9.3,434,24.3,368,38445,421,20.4,129653,94513,30787,120480,86686,32641,131182,90180,40290,126369,93147,33222,0,50592,43769,0,6823,85114,30252,532215,320165),"
395,Texas 34th,TX-34,Democratic,Filemon,Vela,2012,1963,Man,Hispanic - Mexican,Christian - Roman Catholic,No,59.2,37.7,60.8,38.3,60.2,39.2,62.7,37.3,46,54,50,50,59.5,38.6,63.1,36.9,20.4,1.7,77.1,0.5,0.1,0.2,15.1,423,26.1,331,37989,424,15,171969,101796,64767,149511,90885,57303,149742,90178,58707,166961,104638,62323,0,79877,47503,30811,1563,89606,52448,618805,410070,,,"(395,'Texas 34th','TX-34','Democratic','Filemon','Vela',2012,1963,'Man','Hispanic - Mexican','Christian - Roman Catholic','No',59.2,37.7,60.8,38.3,60.2,39.2,62.7,37.3,46,54,50,50,59.5,38.6,63.1,36.9,20.4,1.7,77.1,0.5,0.1,0.2,15.1,423,26.1,331,37989,424,15,171969,101796,64767,149511,90885,57303,149742,90178,58707,166961,104638,62323,0,79877,47503,30811,1563,89606,52448,618805,410070),"
396,Texas 35th,TX-35,Democratic,Lloyd,Doggett,1994,1946,Man,White - Non-Hispanic,Christian - Methodist,No,64.1,30.5,63,34.6,63.5,35.6,63.1,31.6,56,44,57,43,62.5,33.3,66.6,33.4,34.2,10.6,52.4,1.3,0.2,1.2,20.4,380,34.3,197,48490,332,22.4,200576,128535,61136,167467,105545,57989,176150,111790,62764,197576,124612,62384,10580,96225,60124,32040,4061,105626,52894,684075,485480,,,"(396,'Texas 35th','TX-35','Democratic','Lloyd','Doggett',1994,1946,'Man','White - Non-Hispanic','Christian - Methodist','No',64.1,30.5,63,34.6,63.5,35.6,63.1,31.6,56,44,57,43,62.5,33.3,66.6,33.4,34.2,10.6,52.4,1.3,0.2,1.2,20.4,380,34.3,197,48490,332,22.4,200576,128535,61136,167467,105545,57989,176150,111790,62764,197576,124612,62384,10580,96225,60124,32040,4061,105626,52894,684075,485480),"
397,Texas 36th,TX-36,Republican,Brian,Babin,2014,1948,Man,White - Non-Hispanic,Christian - Southern Baptist,No,25.2,72,25.7,73.2,29.6,69.6,0,88.6,75,25,74,26,22.1,76,27.3,72.7,71.6,9.5,15.6,1.7,0.4,1.2,19.4,393,21.7,402,58984,190,56,254447,64225,183176,240433,61786,175883,238206,70543,165899,218565,0,193675,24890,133842,29543,101663,2636,62143,165405,675240,497110,,,"(397,'Texas 36th','TX-36','Republican','Brian','Babin',2014,1948,'Man','White - Non-Hispanic','Christian - Southern Baptist','No',25.2,72,25.7,73.2,29.6,69.6,0,88.6,75,25,74,26,22.1,76,27.3,72.7,71.6,9.5,15.6,1.7,0.4,1.2,19.4,393,21.7,402,58984,190,56,254447,64225,183176,240433,61786,175883,238206,70543,165899,218565,0,193675,24890,133842,29543,101663,2636,62143,165405,675240,497110),"
398,Utah 1st,UT-01,Republican,Rob,Bishop,2002,1951,Man,White - Non-Hispanic,Christian - Mormon,No,22.4,49.7,20.4,77.4,29.4,67.7,26.4,65.9,33,67,32,69,27.9,64.6,25.7,74.3,87.3,0.9,7.9,1.6,0.9,1.3,28.9,221,31.3,245,65896,130,59.9,280442,62733,139503,250278,51098,193672,237027,69594,160433,277455,73381,182928,21146,130341,36422,84231,9688,60611,175487,704790,476185,,,"(398,'Utah 1st','UT-01','Republican','Rob','Bishop',2002,1951,'Man','White - Non-Hispanic','Christian - Mormon','No',22.4,49.7,20.4,77.4,29.4,67.7,26.4,65.9,33,67,32,69,27.9,64.6,25.7,74.3,87.3,0.9,7.9,1.6,0.9,1.3,28.9,221,31.3,245,65896,130,59.9,280442,62733,139503,250278,51098,193672,237027,69594,160433,277455,73381,182928,21146,130341,36422,84231,9688,60611,175487,704790,476185),"
399,Utah 2nd,UT-02,Republican,Chris,Stewart,2012,1960,Man,White - Non-Hispanic,Christian - Mormon,No,32,46,29.2,68,38.4,58.5,33.9,61.6,40,60,36,64,32.9,61.4,35,65,85.7,0.9,8.4,2.7,0.9,1.3,32.5,163,35.3,188,60700,176,55.4,283699,90686,130525,255201,74556,173513,244925,94123,143331,276841,93780,170542,12519,144695,47585,88915,8195,83176,154523,680315,478955,,,"(399,'Utah 2nd','UT-02','Republican','Chris','Stewart',2012,1960,'Man','White - Non-Hispanic','Christian - Mormon','No',32,46,29.2,68,38.4,58.5,33.9,61.6,40,60,36,64,32.9,61.4,35,65,85.7,0.9,8.4,2.7,0.9,1.3,32.5,163,35.3,188,60700,176,55.4,283699,90686,130525,255201,74556,173513,244925,94123,143331,276841,93780,170542,12519,144695,47585,88915,8195,83176,154523,680315,478955),"
400,Utah 3rd,UT-03,Republican,John,Curtis,2017,1960,Man,White - Non-Hispanic,Christian - Mormon,No,23.3,47.2,19.5,78.3,29.5,67.5,26.5,73.5,25,73,27,68,22.5,72.2,23.4,76.6,88.8,0.5,5.9,1.9,1.4,1.6,41.6,67,44,99,70763,90,49.7,289923,67461,136782,265856,51791,208121,249389,73625,168358,285305,75716,209589,0,142580,32059,102952,7569,60719,198828,701610,476230,,,"(400,'Utah 3rd','UT-03','Republican','John','Curtis',2017,1960,'Man','White - Non-Hispanic','Christian - Mormon','No',23.3,47.2,19.5,78.3,29.5,67.5,26.5,73.5,25,73,27,68,22.5,72.2,23.4,76.6,88.8,0.5,5.9,1.9,1.4,1.6,41.6,67,44,99,70763,90,49.7,289923,67461,136782,265856,51791,208121,249389,73625,168358,285305,75716,209589,0,142580,32059,102952,7569,60719,198828,701610,476230),"
401,Utah 4th,UT-04,Republican,Mia,Love,2014,1975,Woman,Black - Haitian,Christian - Mormon,No,32.4,39.1,30.2,67.2,40.9,56.1,41.3,53.8,31,66,31,67,45.8,50.9,50.2,49.8,84.4,1.2,9.2,3.3,0.7,1.2,28.2,230,31.2,247,68711,107,58,277311,89796,108421,246066,74368,165294,220996,90328,123909,274569,113413,147597,13559,147168,67425,74936,4807,119803,119035,707300,472130,,,"(401,'Utah 4th','UT-04','Republican','Mia','Love',2014,1975,'Woman','Black - Haitian','Christian - Mormon','No',32.4,39.1,30.2,67.2,40.9,56.1,41.3,53.8,31,66,31,67,45.8,50.9,50.2,49.8,84.4,1.2,9.2,3.3,0.7,1.2,28.2,230,31.2,247,68711,107,58,277311,89796,108421,246066,74368,165294,220996,90328,123909,274569,113413,147597,13559,147168,67425,74936,4807,119803,119035,707300,472130),"
402,Vermont At-Large,VT-00,Democratic,Peter,Welch,2006,1947,Man,White - Non-Hispanic,Christian - Roman Catholic,No,56.7,30.3,67,31.2,67.8,30.6,89.5,0,49,50,45,52,64.4,31,75.6,24.4,95.4,0.8,1.4,0.9,0.3,1.3,36.4,115,36.5,176,57677,199,60.5,315067,178573,95369,297247,199239,92698,323582,219262,98974,295334,264414,0,30920,191504,123349,59432,8723,209312,67543,613910,493535,,,"(402,'Vermont At-Large','VT-00','Democratic','Peter','Welch',2006,1947,'Man','White - Non-Hispanic','Christian - Roman Catholic','No',56.7,30.3,67,31.2,67.8,30.6,89.5,0,49,50,45,52,64.4,31,75.6,24.4,95.4,0.8,1.4,0.9,0.3,1.3,36.4,115,36.5,176,57677,199,60.5,315067,178573,95369,297247,199239,92698,323582,219262,98974,295334,264414,0,30920,191504,123349,59432,8723,209312,67543,613910,493535),"
403,Virginia 1st,VA-01,Republican,Rob,Wittman,2007,1959,Man,White - Non-Hispanic,Christian - Episcopalian,No,41.2,53.6,43.4,55.3,44.9,54.3,36.6,59.9,20,77,24,75,,,,,73.3,16.7,5.3,2.4,0.4,1.9,37.5,98,41.2,125,81338,46,43,395289,162931,211991,374545,162611,207062,350900,157681,190532,384601,140785,230213,13603,,,,,,,738925,554970,,,"(403,'Virginia 1st','VA-01','Republican','Rob','Wittman',2007,1959,'Man','White - Non-Hispanic','Christian - Episcopalian','No',41.2,53.6,43.4,55.3,44.9,54.3,36.6,59.9,20,77,24,75,,,,,73.3,16.7,5.3,2.4,0.4,1.9,37.5,98,41.2,125,81338,46,43,395289,162931,211991,374545,162611,207062,350900,157681,190532,384601,140785,230213,13603,,,,,,,738925,554970),"
404,Virginia 2nd,VA-02,Republican,Scott,Taylor,2016,1979,Man,White - Non-Hispanic,Christian - Protestant,No,45.4,48.8,48.2,50.5,49,50.1,38.5,61.3,39,60,39,58,,,,,68,19.3,5.5,4.4,0.3,2.4,34.4,133,38.5,152,66953,122,41.8,321068,145762,156694,320975,154698,161995,325889,159604,163349,310568,119440,190475,653,,,,,,,712635,553525,,,"(404,'Virginia 2nd','VA-02','Republican','Scott','Taylor',2016,1979,'Man','White - Non-Hispanic','Christian - Protestant','No',45.4,48.8,48.2,50.5,49,50.1,38.5,61.3,39,60,39,58,,,,,68,19.3,5.5,4.4,0.3,2.4,34.4,133,38.5,152,66953,122,41.8,321068,145762,156694,320975,154698,161995,325889,159604,163349,310568,119440,190475,653,,,,,,,712635,553525),"
405,Virginia 3rd,VA-03,Democratic,Bobby,Scott,1992,1947,Man,Black - African-American,Christian - Episcopalian,No,63.6,31.9,67.6,31.3,66.8,32.6,66.7,33.1,42,58,43,55,,,,,46.3,45.1,4,2.2,0.3,2.1,26.2,272,32.3,233,51794,269,31.3,323422,205746,103064,336890,227734,105561,337112,225226,109737,312340,208337,103289,714,,,,,,,719895,552090,,,"(405,'Virginia 3rd','VA-03','Democratic','Bobby','Scott',1992,1947,'Man','Black - African-American','Christian - Episcopalian','No',63.6,31.9,67.6,31.3,66.8,32.6,66.7,33.1,42,58,43,55,,,,,46.3,45.1,4,2.2,0.3,2.1,26.2,272,32.3,233,51794,269,31.3,323422,205746,103064,336890,227734,105561,337112,225226,109737,312340,208337,103289,714,,,,,,,719895,552090),"
406,Virginia 4th,VA-04,Democratic,Donald,McEachin,2016,1961,Man,Black - African-American,Christian - Baptist,No,58.7,37.1,60.3,38.5,60.7,38.6,57.7,42,66,33,66,32,,,,,52.1,41.5,2.8,1.6,0.3,1.8,30.1,200,37.8,160,54607,235,32.4,362532,212677,134676,358936,216598,138322,345391,209561,133306,346656,200136,145731,789,,,,,,,734400,575525,,,"(406,'Virginia 4th','VA-04','Democratic','Donald','McEachin',2016,1961,'Man','Black - African-American','Christian - Baptist','No',58.7,37.1,60.3,38.5,60.7,38.6,57.7,42,66,33,66,32,,,,,52.1,41.5,2.8,1.6,0.3,1.8,30.1,200,37.8,160,54607,235,32.4,362532,212677,134676,358936,216598,138322,345391,209561,133306,346656,200136,145731,789,,,,,,,734400,575525),"
407,Virginia 5th,VA-05,Republican,Tom,Garrett,2016,1972,Man,White - Non-Hispanic,Christian - Nondenominational,No,42.3,53.4,45.9,52.5,48,51.1,41.6,58.2,43,57,44,54,35.9,60.9,43.6,56.4,75.9,20.1,1.6,1,0.2,1.2,27.9,237,31.5,241,52237,261,52,365403,154665,195190,358689,164555,188485,350173,167909,178914,356756,148339,207758,659,204945,73482,124735,6728,149214,193009,713215,565810,,,"(407,'Virginia 5th','VA-05','Republican','Tom','Garrett',2016,1972,'Man','White - Non-Hispanic','Christian - Nondenominational','No',42.3,53.4,45.9,52.5,48,51.1,41.6,58.2,43,57,44,54,35.9,60.9,43.6,56.4,75.9,20.1,1.6,1,0.2,1.2,27.9,237,31.5,241,52237,261,52,365403,154665,195190,358689,164555,188485,350173,167909,178914,356756,148339,207758,659,204945,73482,124735,6728,149214,193009,713215,565810),"
408,Virginia 6th,VA-06,Republican,Bob,Goodlatte,1992,1952,Man,White - Non-Hispanic,Christian - Christian Scientist,No,34.9,59.7,39.5,58.8,42,57,33.1,66.6,43,56,41,55,0,74.5,34.6,65.4,84.9,10.2,2.4,1.1,0.2,1.2,26.6,263,28.7,290,50061,310,60.5,345500,120596,206303,334864,132153,197045,327937,137671,186860,338409,112170,225471,768,179708,0,133898,45810,111949,211278,719490,570580,,,"(408,'Virginia 6th','VA-06','Republican','Bob','Goodlatte',1992,1952,'Man','White - Non-Hispanic','Christian - Christian Scientist','No',34.9,59.7,39.5,58.8,42,57,33.1,66.6,43,56,41,55,0,74.5,34.6,65.4,84.9,10.2,2.4,1.1,0.2,1.2,26.6,263,28.7,290,50061,310,60.5,345500,120596,206303,334864,132153,197045,327937,137671,186860,338409,112170,225471,768,179708,0,133898,45810,111949,211278,719490,570580),"
409,Virginia 7th,VA-07,Republican,Dave,Brat,2014,1964,Man,White - Non-Hispanic,Christian - Presbyterian,No,44,50.5,44.1,54.6,45.7,53.5,42.2,57.5,36,63,37,60,,,,,73.2,18.4,3.5,3,0.2,1.6,39,87,43.1,110,73580,75,41.6,392168,172544,198032,377687,166472,206213,359899,164397,192600,379163,160159,218057,947,,,,,,,725995,547585,,,"(409,'Virginia 7th','VA-07','Republican','Dave','Brat',2014,1964,'Man','White - Non-Hispanic','Christian - Presbyterian','No',44,50.5,44.1,54.6,45.7,53.5,42.2,57.5,36,63,37,60,,,,,73.2,18.4,3.5,3,0.2,1.6,39,87,43.1,110,73580,75,41.6,392168,172544,198032,377687,166472,206213,359899,164397,192600,379163,160159,218057,947,,,,,,,725995,547585),"
410,Virginia 8th,VA-08,Democratic,Don,Beyer,2014,1950,Man,White - Non-Hispanic,Christian - Episcopalian,No,73.5,20.9,67.8,31,68.2,30.5,68.4,27.3,38,61,37,61,63.1,31.4,67.9,32.1,64.1,13.6,10,9.8,0.2,2.4,61.8,3,77.1,3,100719,12,14.6,367885,270415,76854,359743,243746,111518,345506,235673,105215,360676,246653,98387,15636,203076,128102,63810,11164,226847,107370,655370,503720,,,"(410,'Virginia 8th','VA-08','Democratic','Don','Beyer',2014,1950,'Man','White - Non-Hispanic','Christian - Episcopalian','No',73.5,20.9,67.8,31,68.2,30.5,68.4,27.3,38,61,37,61,63.1,31.4,67.9,32.1,64.1,13.6,10,9.8,0.2,2.4,61.8,3,77.1,3,100719,12,14.6,367885,270415,76854,359743,243746,111518,345506,235673,105215,360676,246653,98387,15636,203076,128102,63810,11164,226847,107370,655370,503720),"
411,Virginia 9th,VA-09,Republican,Morgan,Griffith,2010,1958,Man,White - Non-Hispanic,Christian - Episcopalian,No,27.3,68.8,34.9,63.1,40.2,58.4,28.3,68.6,64,35,57,38,0,72.1,38.6,61.4,91.8,5.4,1.1,0.8,0.1,0.8,20.4,380,20,418,41698,401,73.4,316740,86463,217837,311291,108641,196354,306770,123420,179003,310314,87877,212838,9599,162815,0,117465,45350,116400,184882,705650,571125,,,"(411,'Virginia 9th','VA-09','Republican','Morgan','Griffith',2010,1958,'Man','White - Non-Hispanic','Christian - Episcopalian','No',27.3,68.8,34.9,63.1,40.2,58.4,28.3,68.6,64,35,57,38,0,72.1,38.6,61.4,91.8,5.4,1.1,0.8,0.1,0.8,20.4,380,20,418,41698,401,73.4,316740,86463,217837,311291,108641,196354,306770,123420,179003,310314,87877,212838,9599,162815,0,117465,45350,116400,184882,705650,571125),"
412,Virginia 10th,VA-10,Republican,Barbara,Comstock,2014,1959,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,52.2,42.2,48.8,49.9,51.2,48.4,46.9,52.7,39,60,42,55,40.4,56.5,39.9,60.1,72.5,7.2,7.1,10.9,0.3,2.1,54.3,18,56.7,34,120384,3,31.3,403821,210692,170580,373913,182432,186650,337972,173045,163487,400083,187712,210791,1580,222910,89957,125914,7039,142024,214038,725295,515700,,,"(412,'Virginia 10th','VA-10','Republican','Barbara','Comstock',2014,1959,'Woman','White - Non-Hispanic','Christian - Roman Catholic','No',52.2,42.2,48.8,49.9,51.2,48.4,46.9,52.7,39,60,42,55,40.4,56.5,39.9,60.1,72.5,7.2,7.1,10.9,0.3,2.1,54.3,18,56.7,34,120384,3,31.3,403821,210692,170580,373913,182432,186650,337972,173045,163487,400083,187712,210791,1580,222910,89957,125914,7039,142024,214038,725295,515700),"
413,Virginia 11th,VA-11,Democratic,Gerry,Connolly,2008,1950,Man,White - Non-Hispanic,Christian - Roman Catholic,No,66.9,27.5,62.5,36.3,62.5,37.1,87.9,0,44,55,41,56,56.9,40.4,63.2,36.8,58.2,13.5,10.8,14.7,0.1,2.8,55.5,14,66.5,13,106554,7,19.4,357054,238982,98222,339710,212181,123317,328810,205345,122002,282003,247818,0,34185,187805,106780,75796,5229,202606,117902,665415,488270,,,"(413,'Virginia 11th','VA-11','Democratic','Gerry','Connolly',2008,1950,'Man','White - Non-Hispanic','Christian - Roman Catholic','No',66.9,27.5,62.5,36.3,62.5,37.1,87.9,0,44,55,41,56,56.9,40.4,63.2,36.8,58.2,13.5,10.8,14.7,0.1,2.8,55.5,14,66.5,13,106554,7,19.4,357054,238982,98222,339710,212181,123317,328810,205345,122002,282003,247818,0,34185,187805,106780,75796,5229,202606,117902,665415,488270),"
414,Washington 1st,WA-01,Democratic,Suzan,DelBene,2012,1963,Woman,White - Non-Hispanic,Christian - Episcopalian,No,54.1,37.8,54.1,43.3,56.3,41.9,55.4,44.6,59,39,51,41,55,45,53.9,46.1,83.8,1.1,4.8,6.7,1,2.5,43.4,54,41.5,121,91018,26,48.9,349064,188952,132109,339489,183802,147074,330145,185907,138307,349398,193619,155779,0,225579,124151,101428,0,177025,151187,655545,491410,,,"(414,'Washington 1st','WA-01','Democratic','Suzan','DelBene',2012,1963,'Woman','White - Non-Hispanic','Christian - Episcopalian','No',54.1,37.8,54.1,43.3,56.3,41.9,55.4,44.6,59,39,51,41,55,45,53.9,46.1,83.8,1.1,4.8,6.7,1,2.5,43.4,54,41.5,121,91018,26,48.9,349064,188952,132109,339489,183802,147074,330145,185907,138307,349398,193619,155779,0,225579,124151,101428,0,177025,151187,655545,491410),"
415,Washington 2nd,WA-02,Democratic,Rick,Larsen,2000,1965,Man,White - Non-Hispanic,Christian - Methodist,No,56.9,34.8,59.2,38,60.5,37.6,64,36,56,42,53,42,60.6,39.4,61.1,38.9,80.4,2.4,5.8,7,1.2,3.3,30.3,191,31.4,243,65187,135,55.1,326462,185821,113670,313668,185771,119266,306003,185116,115000,325408,208314,117094,0,201691,122173,79518,0,184826,117465,659865,514495,,,"(415,'Washington 2nd','WA-02','Democratic','Rick','Larsen',2000,1965,'Man','White - Non-Hispanic','Christian - Methodist','No',56.9,34.8,59.2,38,60.5,37.6,64,36,56,42,53,42,60.6,39.4,61.1,38.9,80.4,2.4,5.8,7,1.2,3.3,30.3,191,31.4,243,65187,135,55.1,326462,185821,113670,313668,185771,119266,306003,185116,115000,325408,208314,117094,0,201691,122173,79518,0,184826,117465,659865,514495),"
416,Washington 3rd,WA-03,Republican,Jaime,Herrera Beutler,2010,1978,Woman,Hispanic - Mexican,Christian - Protestant,No,42.5,49.9,47.9,49.6,50.9,47.1,38.2,61.8,51,47,48,46,38.5,61.5,39.6,60.4,87.6,1.4,4.5,3,0.8,2.8,25.4,285,25.8,338,61304,168,65,315150,134009,157359,303483,145442,150409,297159,151296,139890,313277,119820,193457,0,202814,78018,124796,0,116438,177446,670310,504500,,,"(416,'Washington 3rd','WA-03','Republican','Jaime','Herrera Beutler',2010,1978,'Woman','Hispanic - Mexican','Christian - Protestant','No',42.5,49.9,47.9,49.6,50.9,47.1,38.2,61.8,51,47,48,46,38.5,61.5,39.6,60.4,87.6,1.4,4.5,3,0.8,2.8,25.4,285,25.8,338,61304,168,65,315150,134009,157359,303483,145442,150409,297159,151296,139890,313277,119820,193457,0,202814,78018,124796,0,116438,177446,670310,504500),"
417,Washington 4th,WA-04,Republican,Dan,Newhouse,2014,1955,Man,White - Non-Hispanic,Christian - Presbyterian,No,35.1,57.9,37.9,59.7,39.2,58.9,0,100,48,50,46,48,0,100,33.8,66.2,72.6,1.1,20.4,1.3,2.6,2,20.1,387,26.4,327,52484,257,53.4,242668,85083,140560,238940,90612,142741,229537,89933,135281,229919,0,229919,0,153079,0,153079,0,78940,154749,619980,421045,,,"(417,'Washington 4th','WA-04','Republican','Dan','Newhouse',2014,1955,'Man','White - Non-Hispanic','Christian - Presbyterian','No',35.1,57.9,37.9,59.7,39.2,58.9,0,100,48,50,46,48,0,100,33.8,66.2,72.6,1.1,20.4,1.3,2.6,2,20.1,387,26.4,327,52484,257,53.4,242668,85083,140560,238940,90612,142741,229537,89933,135281,229919,0,229919,0,153079,0,153079,0,78940,154749,619980,421045),"
418,Washington 5th,WA-05,Republican,Cathy,McMorris Rodgers,2004,1969,Woman,White - Non-Hispanic,Christian - Nondenominational,No,39.1,52.2,43.7,53.5,46.3,51.2,40.4,59.6,35,63,34,62,39.3,60.7,38.1,61.9,88.5,1.4,4.1,1.9,1.4,2.6,30.4,189,30.9,255,51697,273,61.1,319635,125112,166765,315425,137771,168671,311361,144112,159511,323534,130575,192959,0,223242,87772,135470,0,117512,191066,669340,521445,,,"(418,'Washington 5th','WA-05','Republican','Cathy','McMorris Rodgers',2004,1969,'Woman','White - Non-Hispanic','Christian - Nondenominational','No',39.1,52.2,43.7,53.5,46.3,51.2,40.4,59.6,35,63,34,62,39.3,60.7,38.1,61.9,88.5,1.4,4.1,1.9,1.4,2.6,30.4,189,30.9,255,51697,273,61.1,319635,125112,166765,315425,137771,168671,311361,144112,159511,323534,130575,192959,0,223242,87772,135470,0,117512,191066,669340,521445),"
419,Washington 6th,WA-06,Democratic,Derek,Kilmer,2012,1974,Man,White - Non-Hispanic,Christian - Methodist,No,51.8,39.5,56.1,41.2,57,40.9,61.5,38.5,41,57,40,56,63,37,59,41,82.5,3.5,4.6,3.8,1.7,3.9,29.7,207,31.6,239,60616,178,56.4,332992,172596,131449,329190,184820,135573,326650,186336,133689,327834,201718,126116,0,224290,141265,83025,0,186661,129725,666385,530230,,,"(419,'Washington 6th','WA-06','Democratic','Derek','Kilmer',2012,1974,'Man','White - Non-Hispanic','Christian - Methodist','No',51.8,39.5,56.1,41.2,57,40.9,61.5,38.5,41,57,40,56,63,37,59,41,82.5,3.5,4.6,3.8,1.7,3.9,29.7,207,31.6,239,60616,178,56.4,332992,172596,131449,329190,184820,135573,326650,186336,133689,327834,201718,126116,0,224290,141265,83025,0,186661,129725,666385,530230),"
420,Washington 7th,WA-07,Democratic,Pramila,Jayapal,2016,1965,Woman,Asian - Indian,Unknown,No,82.1,12.2,79.2,18.1,80.4,18,100,0,53,45,52,43,81,19,79.7,20.3,78.1,3.5,5,8.8,0.6,4.1,61,5,64.5,15,84579,42,27.7,415693,341412,50615,392419,310828,70973,376324,302597,67921,378754,378754,0,0,251875,203954,47921,0,298368,76212,669620,557715,,,"(420,'Washington 7th','WA-07','Democratic','Pramila','Jayapal',2016,1965,'Woman','Asian - Indian','Unknown','No',82.1,12.2,79.2,18.1,80.4,18,100,0,53,45,52,43,81,19,79.7,20.3,78.1,3.5,5,8.8,0.6,4.1,61,5,64.5,15,84579,42,27.7,415693,341412,50615,392419,310828,70973,376324,302597,67921,378754,378754,0,0,251875,203954,47921,0,298368,76212,669620,557715),"
421,Washington 8th,WA-08,Republican,Dave,Reichert,2004,1950,Man,White - Non-Hispanic,Christian - Lutheran,No,47.7,44.7,49.7,48.1,51.5,46.8,39.8,60.2,79,19,72,21,36.7,63.3,40.3,59.7,81.3,2.7,6.1,6.4,0.9,2.8,34.5,132,35.1,189,79516,54,52.7,321002,153167,143403,313967,155982,151069,300545,154691,140555,320865,127720,193145,0,198744,73003,125741,0,121886,180204,666200,491295,,,"(421,'Washington 8th','WA-08','Republican','Dave','Reichert',2004,1950,'Man','White - Non-Hispanic','Christian - Lutheran','No',47.7,44.7,49.7,48.1,51.5,46.8,39.8,60.2,79,19,72,21,36.7,63.3,40.3,59.7,81.3,2.7,6.1,6.4,0.9,2.8,34.5,132,35.1,189,79516,54,52.7,321002,153167,143403,313967,155982,151069,300545,154691,140555,320865,127720,193145,0,198744,73003,125741,0,121886,180204,666200,491295),"
