id,district,code,party,first_name,last_name,first_elected,election_type,birth_year,gender,race_ethnicity,religion,lgbtq,seat_status2016,votepercent_president2016_democrat,votepercent_president2016_republican,2012votepercent_president_democrat,2012votepercent_president_republican,2008votepercent_president_democrat,2008votepercent_president_republican,rvotepercent_house_democrat,rvotepercent_house_republican,2014votepercent_house_democrat,2014votepercent_house_republican,2012two_party_dem,2012two_party_rep,acs_population_adult_white,acs_population_adult_black,acs_population_adult_latino,acs_population_adult_asianpacificislander,acs_population_adult_native,acs_population_adult_other,census_population2010_adult_white,census_population2010_adult_black,census_population2010_adult_latino,census_population2010_adult_asianpacificislander,census_population2010_adult_native,census_population2010_adult_other,acs_bachelordegree_age25plus,acs_ba_rank,acs_ba_white,acs_ba_white_rank,acs_medianincome,acs_medianincome_rank,noncollege_white_share,sort,tvotetotal_president,qvote_president_democrat,qvote_president_republican,2012votetotal_president,2012vote_pesident_democrat,2012vote_president_republican,2008votetotal_president,2008vote_president_democrat,2008vote_president_republican,2016votetotal_house,2016vote_house_democrat,2016vote_house_republican,2016vote_house_other,2014vote_total_house,2014vote_house_democrat,2014vote_house_republican,2014vote_house_other,2012house2_party_dem,2012house2_party_rep,acs_population_total,acs_population_white,acs_population_black,acs_population_latino,acs_population_asianpacificislander,acs_population_nativeamerican,acs_population_other,acs_votingagepopulation_total,acs_votingagepopulation_white,acs_votingagepopulation_black,acs_votingagepopulation_latino,acs_votingagepopulation_asianpacificislander,acs_votingagepopulation_nativeamerican,acs_votingagepopulation_other,census_totalpopulation,census_totalpopulation_white,census_totalpopulation_black,census_totalpopulation_latino,census_totalpopulation_asianpacificislander,census_totalpopulation_nativeamerican,census_totalpopulation_other,census_votingagepopulation_total,census_votingagepopulation_white,census_votingagepopulation_black,census_votingagepopulation_latino,census_votingagepopulation_asianpacificislander,census_votingagepopulation_nativeamerican,census_votingagepopulation_other
388,Texas 27th,TX-27,Republican,Michael,Cloud,2018,Special,1974,,White - Non-Hispanic,,No,Re-elected,36.5,60.1,38.2,60.5,40.2,59.1,38.3,61.7,33.7,63.6,40.9,59.1,47.3,5.4,45.2,1.1,0.2,0.8,47.3,5.1,45.1,1.5,0.3,0.8 ,20.3 ,385 ,29.3 ,279 ,53047,251,33.4,388,234367,85589,140787,217772,83158,131821,226488,91083,133839,230580,88329,142251,0,131047,44152,83342,3553,83395,120684,687705,292375,35760,343495,7555,1390,7135,506810,239605,27305,229105,5640,1185,3970,704891,301421,36021,348745,9886,1862,6956,520958,246166,26768,234901,7608,1493,4022
389,Texas 28th,TX-28,Democratic,Henry,Cuellar,2004,Normal,1955,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Re-elected,58.3,38.5,60.3,38.7,58.4,41.1,66.2,31.3,82.1,0,69.5,30.5,24.5,5.3,68.3,0.8,0.2,0.9,21.1,4.1,72.9,1.1,0.2,0.6 ,17.7 ,408 ,28.3 ,297 ,44021,383,17.5,389,188600,110023,72518,168874,101843,65372,158418,92557,65066,184442,122086,57740,4616,76136,62508,0,13628,112456,49309,624435,122135,28445,462435,4145,940,6330,403040,98865,21560,275235,3240,680,3455,703920,125348,27911,537837,6738,979,5107,477030,100833,19779,347567,5241,781,2829
390,Texas 29th,TX-29,Democratic,Gene,Green,1992,Normal,1947,Man,White - Non-Hispanic,Christian - Methodist,No,Re-elected,71.1,25.4,65.9,33.0,62.3,37.1,72.5,24.0,89.5,0,100,0,18.7,16.1,62.3,2.1,0.3,0.5,14.7,10.0,72.8,1.8,0.2,0.5 ,10.4 ,432 ,21.1 ,407 ,41737,400,14.7,390,133642,95027,34011,114901,75720,37909,112823,70286,41843,131982,95649,31646,4687,46143,41321,0,4822,86053,0,552055,73675,74895,389815,9110,1240,3320,336500,62790,54245,209725,7000,980,1760,696907,81252,67088,532612,10863,946,4146,470400,69200,46888,342595,8519,722,2476
391,Texas 30th,TX-30,Democratic,Eddie Bernice,Johnson,1992,Normal,1935,Woman,Black - African-American,Christian - Baptist,No,Re-elected,79.1,18.3,79.6,19.6,78.5,21.1,81.6,15.1,87.9,0,80.6,19.4,22.6,52.8,21.4,1.9,0.2,1.1,21.3,44.7,30.8,2.0,0.3,0.9 ,20.5 ,379 ,40.8 ,130 ,44689,376,13.3,391,220711,174528,40333,220565,175637,43333,223182,175237,47144,208826,170502,31518,6806,105793,93041,0,12752,171059,41222,652185,113925,321980,195700,11115,890,8575,449920,101875,237410,96145,8635,765,5090,707252,122052,312089,250571,12519,1874,8147,501433,106974,224226,154296,9805,1481,4651
392,Texas 31st,TX-31,Republican,John,Carter,2002,Normal,1941,Man,White - Non-Hispanic,Christian - Lutheran,No,Re-elected,40.8,53.5,38.3,59.6,42.8,56.2,36.5,58.4,32.0,64.0,36.3,63.7,64.8,11.2,18.3,3.4,0.3,2.0,63.6,10.5,19.5,4.3,0.4,1.7 ,34.3 ,135 ,38.3 ,154 ,69228,99,40.0,392,287510,117181,153823,242714,92842,144634,241425,103359,135601,284588,103852,166060,14676,143028,45715,91607,5706,82977,145348,739530,446680,83215,159940,26470,1895,21330,531830,344845,59495,97475,17855,1590,10570,697292,415111,75808,157062,29353,2626,17332,500711,318431,52498,97882,21508,2021,8371
393,Texas 32nd,TX-32,Republican,Pete,Sessions,2002,Normal,1955,Man,White - Non-Hispanic,Christian - Methodist,No,Re-elected,48.5,46.6,41.5,57.0,44.0,55.3,0,71.1,35.4,61.8,40.4,59.6,63.8,13.0,14.2,6.7,0.2,2.0,57.7,11.4,21.9,7.3,0.3,1.3 ,43.4 ,54 ,55.7 ,37 ,70119,95,28.2,393,278080,134895,129701,256873,106563,146420,266302,117231,147226,229171,0,162868,66303,156096,55325,96495,4276,99288,146653,646990,365790,87015,132135,43575,1455,17025,477325,304460,61980,67805,32135,1185,9755,703008,372416,85748,180602,50022,2393,11827,527032,304242,60015,115579,38575,1841,6780
394,Texas 33rd,TX-33,Democratic,Marc,Veasey,2012,Normal,1971,Man,Black - African-American,Christian - Southern Baptist,No,Re-elected,72.9,23.7,72.0,27.1,68.7,30.7,73.7,26.3,86.5,0,73.8,26.2,27.0,24.4,44.9,2.5,0.3,0.9,19.9,16.9,59.7,2.4,0.3,0.8 ,9.3 ,434 ,24.3 ,368 ,38445,421,20.4,394,129653,94513,30787,120480,86686,32641,131182,90180,40290,126369,93147,33222,0,50592,43769,0,6823,85114,30252,532215,109765,109015,296325,10700,975,5430,320165,86600,78160,143610,7950,865,2980,703224,110752,111975,456788,15121,1933,6655,475960,94662,80378,284093,11539,1504,3784
395,Texas 34th,TX-34,Democratic,Filemon,Vela,2012,Normal,1963,Man,Hispanic - Mexican,Christian - Roman Catholic,No,Re-elected,59.2,37.7,60.8,38.3,60.2,39.2,62.7,37.3,59.5,38.6,63.1,36.9,20.4,1.7,77.1,0.5,0.1,0.2,18.2,1.4,79.3,0.7,0.1,0.3 ,15.1 ,423 ,26.1 ,331 ,37989,424,15.0,395,171969,101796,64767,149511,90885,57303,149742,90178,58707,166961,104638,62323,0,79877,47503,30811,1563,89606,52448,618805,99560,8340,506395,2735,560,1215,410070,83555,6810,316335,2075,480,814,694345,103425,7818,576009,4230,780,2083,476984,86991,6624,378169,3310,596,1294
396,Texas 35th,TX-35,Democratic,Lloyd,Doggett,1994,Normal,1946,Man,White - Non-Hispanic,Christian - Methodist,No,Re-elected,64.1,30.5,63.0,34.6,63.5,35.6,63.1,31.6,62.5,33.3,66.6,33.4,34.2,10.6,52.4,1.3,0.2,1.2,29.8,9.6,57.7,1.6,0.3,1.1 ,20.4 ,380 ,34.3 ,197 ,48490,332,22.4,396,200576,128535,61136,167467,105545,57989,176150,111790,62764,197576,124612,62384,10580,96225,60124,32040,4061,105626,52894,684075,197120,68300,399375,7600,1055,10635,485480,166145,51525,254490,6355,980,5990,681404,174918,63659,423076,9492,1692,8567,490339,146243,46859,282682,8013,1337,5205
397,Texas 36th,TX-36,Republican,Brian,Babin,2014,Normal,1948,Man,White - Non-Hispanic,Christian - Southern Baptist,No,Re-elected,25.2,72.0,25.7,73.2,29.6,69.6,0,88.6,22.1,76.0,27.3,72.7,71.6,9.5,15.6,1.7,0.4,1.2,69.2,9.0,18.3,2.2,0.5,0.9 ,19.4 ,393 ,21.7 ,402 ,58984,190,56.0,397,254447,64225,183176,240433,61786,175883,238206,70543,165899,218565,0,193675,24890,133842,29543,101663,2636,62143,165405,675240,451165,63125,136105,11680,2140,11035,497110,356105,46990,77705,8650,1750,5915,700735,459185,63876,151047,14623,3111,8893,518256,358575,46424,94967,11167,2362,4761
398,Utah 1st,UT-01,Republican,Rob,Bishop,2002,Normal,1951,Man,White - Non-Hispanic,Christian - Mormon,No,Re-elected,22.4,49.7,20.4,77.4,29.4,67.7,26.4,65.9,27.9,64.6,25.7,74.3,87.3,0.9,7.9,1.6,0.9,1.3,84.8,1.0,10.2,1.9,0.9,1.2 ,28.9 ,221 ,31.3 ,245 ,65896,130,59.9,398,280442,62733,139503,250278,51098,193672,237027,69594,160433,277455,73381,182928,21146,130341,36422,84231,9688,60611,175487,704790,595430,6455,72640,10225,6580,13465,476185,415605,4510,37620,7725,4520,6205,692099,573688,6533,81381,11728,6139,12630,467487,396442,4458,47836,8900,4257,5594
399,Utah 2nd,UT-02,Republican,Chris,Stewart,2012,Normal,1960,Man,White - Non-Hispanic,Christian - Mormon,No,Re-elected,32.0,46.0,29.2,68.0,38.4,58.5,33.9,61.6,32.9,61.4,35.0,65.0,85.7,0.9,8.4,2.7,0.9,1.3,80.9,1.0,12.5,3.5,0.9,1.2 ,32.5 ,163 ,35.3 ,188 ,60700,176,55.4,399,283699,90686,130525,255201,74556,173513,244925,94123,143331,276841,93780,170542,12519,144695,47585,88915,8195,83176,154523,680315,556800,6770,79145,18930,6275,12395,478955,410605,4180,40375,13145,4470,6185,687939,537386,7660,100891,23309,6109,12584,484976,392132,4859,60768,17011,4269,5937
400,Utah 3rd,UT-03,Republican,John,Curtis,2017,Special,1960,Man,White - Non-Hispanic,Christian - Mormon,No,Re-elected,23.3,47.2,19.5,78.3,29.5,67.5,26.5,73.5,22.5,72.2,23.4,76.6,88.8,0.5,5.9,1.9,1.4,1.6,85.7,0.5,8.6,2.5,1.5,1.3 ,41.6 ,67 ,44.0 ,99 ,70763,90,49.7,400,289923,67461,136782,265856,51791,208121,249389,73625,168358,285305,75716,209589,0,142580,32059,102952,7569,60719,198828,701610,603235,3455,56325,13365,9835,15395,476230,422880,2200,27925,8820,6770,7635,694412,583303,3748,67323,15969,10614,13455,474644,406992,2238,40634,11672,6991,6117
401,Utah 4th,UT-04,Republican,Mia,Love,2014,Normal,1975,Woman,Black - Haitian,Christian - Mormon,No,Re-elected,32.4,39.1,30.2,67.2,40.9,56.1,41.3,53.8,45.8,50.9,50.2,49.8,84.4,1.2,9.2,3.3,0.7,1.2,79.0,1.0,14.0,4.1,0.6,1.3 ,28.2 ,230 ,31.2 ,247 ,68711,107,58.0,401,277311,89796,108421,246066,74368,165294,220996,90328,123909,274569,113413,147597,13559,147168,67425,74936,4807,119803,119035,707300,567905,9630,87725,22675,4645,14715,472130,398405,5780,43495,15420,3380,5645,689428,527335,8010,108745,27079,4219,14040,465748,367999,4852,65256,18894,2921,5826
402,Vermont At-Large,VT-AL,Democratic,Peter,Welch,2006,Normal,1947,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,56.7,30.3,67.0,31.2,67.8,30.6,89.5,0,64.4,31.0,75.6,24.4,95.4,0.8,1.4,0.9,0.3,1.3,95.2,0.8,1.3,1.2,0.3,1.2 ,36.4 ,115 ,36.5 ,176 ,57677,199,60.5,402,315067,178573,95369,297247,199239,92698,323582,219262,98974,295334,264414,0,30920,191504,123349,59432,8723,209312,67543,613910,580025,5840,9695,5685,1815,10850,493535,470765,3930,6720,4330,1515,6270,625741,590223,5943,9208,8015,2023,10329,496508,472559,3840,6328,5993,1619,6169
403,Virginia 1st,VA-01,Republican,Rob,Wittman,2007,Special,1959,Man,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,41.2,53.6,43.4,55.3,44.9,54.3,36.6,59.9,,,,,73.3,16.7,5.3,2.4,0.4,1.9,72.6,15.9,6.7,2.8,0.4,1.6 ,37.5 ,98 ,41.2 ,125 ,81338,46,43.0,403,395289,162931,211991,374545,162611,207062,350900,157681,190532,384601,140785,230213,13603,,,,,,,738925,520645,122235,51615,18715,2690,23020,554970,406810,92890,29275,13495,2170,10330,729738,512126,117020,57806,20683,2700,19403,543207,394220,86289,36587,15419,2083,8609
404,Virginia 2nd,VA-02,Republican,Scott,Taylor,2016,Normal,1979,Man,White - Non-Hispanic,Christian - Protestant,No,Open - Retired,45.4,48.8,48.2,50.5,49.0,50.1,38.5,61.3,,,,,68.0,19.3,5.5,4.4,0.3,2.4,67.5,19.0,5.8,5.2,0.3,2.1 ,34.4 ,133 ,38.5 ,152 ,66953,122,41.8,404,321068,145762,156694,320975,154698,161995,325889,159604,163349,310568,119440,190475,653,,,,,,,712635,464695,142470,47040,30865,1920,25650,553525,376670,107035,30470,24545,1635,13170,726772,471381,143930,48835,36696,2455,23475,561599,379294,106772,32593,29363,1963,11614
405,Virginia 3rd,VA-03,Democratic,Bobby,Scott,1992,Normal,1947,Man,Black - African-American,Christian - Episcopalian,No,Re-elected,63.6,31.9,67.6,31.3,66.8,32.6,66.7,33.1,,,,,46.3,45.1,4.0,2.2,0.3,2.1,46.6,44.3,4.3,2.6,0.4,1.9 ,26.2 ,272 ,32.3 ,233 ,51794,269,31.3,405,323422,205746,103064,336890,227734,105561,337112,225226,109737,312340,208337,103289,714,,,,,,,719895,310105,334775,36210,14980,2095,21725,552090,255535,249255,22175,11955,1705,11455,725881,314335,334899,35829,17338,2475,21005,551449,256762,244068,23818,14136,1965,10700
406,Virginia 4th,VA-04,Democratic,Donald,McEachin,2016,Normal,1961,Man,Black - African-American,Christian - Baptist,No,Open - Lost Primary/Redistricted,58.7,37.1,60.3,38.5,60.7,38.6,57.7,42.0,,,,,52.1,41.5,2.8,1.6,0.3,1.8,52.0,40.3,3.9,2.0,0.4,1.4 ,30.1 ,200 ,37.8 ,160 ,54607,235,32.4,406,362532,212677,134676,358936,216598,138322,345391,209561,133306,346656,200136,145731,789,,,,,,,734400,366620,309120,26860,10945,2015,18835,575525,300075,238630,15880,9015,1795,10130,726856,361079,302297,32388,13498,2767,14827,563650,293118,227121,21895,11285,2235,7996
407,Virginia 5th,VA-05,Republican,Tom,Garrett,2016,Normal,1972,Man,White - Non-Hispanic,Christian - Nondenominational,No,Open - Retired,42.3,53.4,45.9,52.5,48.0,51.1,41.6,58.2,35.9,60.9,43.6,56.4,75.9,20.1,1.6,1.0,0.2,1.2,74.6,20.0,2.6,1.6,0.2,1.0 ,27.9 ,237 ,31.5 ,241 ,52237,261,52.0,407,365403,154665,195190,358689,164555,188485,350173,167909,178914,356756,148339,207758,659,204945,73482,124735,6728,149214,193009,713215,528925,144065,17555,7410,1115,14145,565810,429595,113780,8915,5775,915,6835,727430,531419,148300,22992,11196,1543,11980,574403,428547,114688,15096,9149,1232,5691
408,Virginia 6th,VA-06,Republican,Bob,Goodlatte,1992,Normal,1952,Man,White - Non-Hispanic,Christian - Christian Scientist,No,Re-elected,34.9,59.7,39.5,58.8,42.0,57.0,33.1,66.6,0,74.5,34.6,65.4,84.9,10.2,2.4,1.1,0.2,1.2,83.7,10.2,3.5,1.4,0.2,1.0 ,26.6 ,263 ,28.7 ,290 ,50061,310,60.5,408,345500,120596,206303,334864,132153,197045,327937,137671,186860,338409,112170,225471,768,179708,0,133898,45810,111949,211278,719490,594550,76600,24760,8395,1145,14040,570580,484590,58095,13630,6390,915,6960,727451,593604,78117,31032,10464,1695,12539,572758,479361,58202,19903,8007,1372,5913
409,Virginia 7th,VA-07,Republican,Dave,Brat,2014,Special,1964,Man,White - Non-Hispanic,Christian - Presbyterian,No,Re-elected,44.0,50.5,44.1,54.6,45.7,53.5,42.2,57.5,,,,,73.2,18.4,3.5,3.0,0.2,1.6,71.6,17.5,5.3,4.1,0.2,1.3 ,39.0 ,87 ,43.1 ,110 ,73580,75,41.6,409,392168,172544,198032,377687,166472,206213,359899,164397,192600,379163,160159,218057,947,,,,,,,725995,512815,132450,36710,24435,1670,17915,547585,401100,100595,19435,16590,1285,8580,726234,504560,128464,44586,30782,1757,16085,544939,390024,95203,28755,22542,1325,7090
410,Virginia 8th,VA-08,Democratic,Don,Beyer,2014,Normal,1950,Man,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,73.5,20.9,67.8,31.0,68.2,30.5,68.4,27.3,63.1,31.4,67.9,32.1,64.1,13.6,10.0,9.8,0.2,2.4,56.4,13.0,17.0,11.1,0.2,2.2 ,61.8 ,3 ,77.1 ,3 ,100719,12,14.6,410,367885,270415,76854,359743,243746,111518,345506,235673,105215,360676,246653,98387,15636,203076,128102,63810,11164,226847,107370,655370,392280,90065,87060,62875,1275,21815,503720,322665,68305,50595,49425,870,11855,725805,388871,98510,135375,79777,1464,21808,578936,326656,75513,98658,64213,1164,12732
411,Virginia 9th,VA-09,Republican,Morgan,Griffith,2010,Normal,1958,Man,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,27.3,68.8,34.9,63.1,40.2,58.4,28.3,68.6,0,72.1,38.6,61.4,91.8,5.4,1.1,0.8,0.1,0.8,91.3,5.0,1.6,1.2,0.2,0.8 ,20.4 ,380 ,20.0 ,418 ,41698,401,73.4,411,316740,86463,217837,311291,108641,196354,306770,123420,179003,310314,87877,212838,9599,162815,0,117465,45350,116400,184882,705650,641725,37890,11175,6090,805,7960,571125,524250,30625,6450,4470,755,4575,727353,659263,36335,13904,8287,1185,8379,584866,534081,28990,9226,6991,975,4603
412,Virginia 10th,VA-10,Republican,Barbara,Comstock,2014,Normal,1959,Woman,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,52.2,42.2,48.8,49.9,51.2,48.4,46.9,52.7,40.4,56.5,39.9,60.1,72.5,7.2,7.1,10.9,0.3,2.1,68.9,6.6,10.6,11.9,0.2,1.8 ,54.3 ,18 ,56.7 ,34 ,120384,3,31.3,412,403821,210692,170580,373913,182432,186650,337972,173045,163487,400083,187712,210791,1580,222910,89957,125914,7039,142024,214038,725295,495990,49870,69095,84300,1675,24360,515700,373870,37005,36515,56410,1295,10610,729821,485656,47803,85608,87651,1255,21848,522584,360025,34658,55486,61937,876,9602
413,Virginia 11th,VA-11,Democratic,Gerry,Connolly,2008,Normal,1950,Man,White - Non-Hispanic,Christian - Roman Catholic,No,Re-elected,66.9,27.5,62.5,36.3,62.5,37.1,87.9,0,56.9,40.4,63.2,36.8,58.2,13.5,10.8,14.7,0.1,2.8,53.1,11.6,15.5,17.3,0.2,2.4 ,55.5 ,14 ,66.5 ,13 ,106554,7,19.4,413,357054,238982,98222,339710,212181,123317,328810,205345,122002,282003,247818,0,34185,187805,106780,75796,5229,202606,117902,665415,354265,90985,94520,98650,810,26180,488270,284075,65870,52505,71625,670,13515,727683,364156,88029,123470,124987,1383,25658,548956,291297,63511,84840,95056,983,13269
414,Washington 1st,WA-01,Democratic,Suzan,DelBene,2012,Special,1963,Woman,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,54.1,37.8,54.1,43.3,56.3,41.9,55.4,44.6,55.0,45.0,53.9,46.1,83.8,1.1,4.8,6.7,1.0,2.5,80.4,1.1,6.7,8.4,1.0,2.3 ,43.4 ,54 ,41.5 ,121 ,91018,26,48.9,414,349064,188952,132109,339489,183802,147074,330145,185907,138307,349398,193619,155779,0,225579,124151,101428,0,177025,151187,655545,523315,7570,45225,48205,6810,24420,491410,411710,5615,23680,33095,4970,12340,674432,523434,7624,56464,56676,7369,22865,507779,408332,5685,34031,42869,5278,11584
415,Washington 2nd,WA-02,Democratic,Rick,Larsen,2000,Normal,1965,Man,White - Non-Hispanic,Christian - Methodist,No,Re-elected,56.9,34.8,59.2,38.0,60.5,37.6,64.0,36.0,60.6,39.4,61.1,38.9,80.4,2.4,5.8,7.0,1.2,3.3,78.3,2.3,7.5,8.0,1.3,2.6 ,30.3 ,191 ,31.4 ,243 ,65187,135,55.1,415,326462,185821,113670,313668,185771,119266,306003,185116,115000,325408,208314,117094,0,201691,122173,79518,0,184826,117465,659865,501905,16740,56235,46240,7915,30830,514495,413775,12270,29680,35835,5935,17000,670285,501575,16182,63509,53872,9426,25721,521526,408326,11768,38939,41941,6875,13677
416,Washington 3rd,WA-03,Republican,Jaime,Herrera Beutler,2010,Normal,1978,Woman,Hispanic - Mexican,Christian - Protestant,No,Re-elected,42.5,49.9,47.9,49.6,50.9,47.1,38.2,61.8,38.5,61.5,39.6,60.4,87.6,1.4,4.5,3.0,0.8,2.8,86.2,1.3,5.9,3.4,1.0,2.2 ,25.4 ,285 ,25.8 ,338 ,61304,168,65.0,416,315150,134009,157359,303483,145442,150409,297159,151296,139890,313277,119820,193457,0,202814,78018,124796,0,116438,177446,670310,561585,9255,48020,20430,5250,25770,504500,442160,6920,22595,14925,3990,13905,672909,560073,9267,52314,23188,6514,21553,503246,433951,6394,29762,17218,4852,11069
417,Washington 4th,WA-04,Republican,Dan,Newhouse,2014,Normal,1955,Man,White - Non-Hispanic,Christian - Presbyterian,No,Re-elected,35.1,57.9,37.9,59.7,39.2,58.9,0,100,0,100.0,33.8,66.2,72.6,1.1,20.4,1.3,2.6,2.0,64.1,0.9,29.5,1.6,2.3,1.5 ,20.1 ,387 ,26.4 ,327 ,52484,257,53.4,417,242668,85083,140560,238940,90612,142741,229537,89933,135281,229919,0,229919,0,153079,0,153079,0,78940,154749,619980,384845,6375,191200,7705,15295,14560,421045,305550,4665,86075,5675,10835,8245,674022,385893,6091,243016,10191,16159,12672,474350,304104,4438,139935,7807,11052,7014
418,Washington 5th,WA-05,Republican,Cathy,McMorris Rodgers,2004,Normal,1969,Woman,White - Non-Hispanic,Christian - Nondenominational,No,Re-elected,39.1,52.2,43.7,53.5,46.3,51.2,40.4,59.6,39.3,60.7,38.1,61.9,88.5,1.4,4.1,1.9,1.4,2.6,87.9,1.4,4.4,2.5,1.6,2.2 ,30.4 ,189 ,30.9 ,255 ,51697,273,61.1,418,319635,125112,166765,315425,137771,168671,311361,144112,159511,323534,130575,192959,0,223242,87772,135470,0,117512,191066,669340,576725,9775,36035,13445,10115,23240,521445,461715,7535,21440,10065,7385,13310,672569,576435,9749,37109,16753,11606,20917,521176,457869,7340,22970,13249,8282,11466
419,Washington 6th,WA-06,Democratic,Derek,Kilmer,2012,Normal,1974,Man,White - Non-Hispanic,Christian - Methodist,No,Re-elected,51.8,39.5,56.1,41.2,57.0,40.9,61.5,38.5,63.0,37.0,59.0,41.0,82.5,3.5,4.6,3.8,1.7,3.9,81.9,3.5,5.1,4.3,2.0,3.2 ,29.7 ,207 ,31.6 ,239 ,60616,178,56.4,419,332992,172596,131449,329190,184820,135573,326650,186336,133689,327834,201718,126116,0,224290,141265,83025,0,186661,129725,666385,528250,22800,41780,25370,12575,35605,530230,437460,18370,24495,20200,9095,20605,671684,529097,24025,44157,28866,14196,31343,529928,434034,18496,27150,23028,10410,16810
420,Washington 7th,WA-07,Democratic,Pramila,Jayapal,2016,Normal,1965,Woman,Asian - Indian,Unknown,No,Open - Retired,82.1,12.2,79.2,18.1,80.4,18.0,100,0,81.0,19.0,79.7,20.3,78.1,3.5,5.0,8.8,0.6,4.1,74.9,4.0,6.3,10.9,0.7,3.2 ,61.0 ,5 ,64.5 ,15 ,84579,42,27.7,420,415693,341412,50615,392419,310828,70973,376324,302597,67921,378754,378754,0,0,251875,203954,47921,0,298368,76212,669620,503275,26305,41865,57385,3945,36845,557715,435515,19540,27755,48865,3395,22645,673562,488552,29478,49261,72209,4548,29514,565602,423906,22598,35502,61413,3893,18290
421,Washington 8th,WA-08,Republican,Dave,Reichert,2004,Normal,1950,Man,White - Non-Hispanic,Christian - Lutheran,No,Re-elected,47.7,44.7,49.7,48.1,51.5,46.8,39.8,60.2,36.7,63.3,40.3,59.7,81.3,2.7,6.1,6.4,0.9,2.8,79.5,2.2,7.7,7.3,0.9,2.4 ,34.5 ,132 ,35.1 ,189 ,79516,54,52.7,421,321002,153167,143403,313967,155982,151069,300545,154691,140555,320865,127720,193145,0,198744,73003,125741,0,121886,180204,666200,508945,18105,58890,45175,5900,29175,491295,399220,13070,29745,31255,4310,13700,674421,511676,15920,65188,50319,6628,24690,498830,396359,10883,38575,36389,4716,11908
422,Washington 9th,WA-09,Democratic,Adam,Smith,1996,Normal,1965,Man,White - Non-Hispanic,Christian - Pentecostal,No,Re-elected,70.5,23.3,68.3,29.6,68.6,29.9,72.9,27.1,70.8,29.2,71.6,28.4,58.5,10.5,6.0,19.8,0.7,4.6,53.7,10.2,9.8,22.5,0.6,3.2 ,41.8 ,65 ,48.1 ,75 ,75407,68,30.3,422,291192,205193,67956,286875,195863,84828,272928,187240,81733,281482,205165,76317,0,166794,118132,48662,0,192034,76105,608730,322035,67270,55975,120995,3800,38655,464790,271995,49025,27680,91805,3070,21215,670469,333051,72988,78997,149634,4040,31759,517163,277745,52678,50795,116119,3192,16634
423,Washington 10th,WA-10,Democratic,Denny,Heck,2012,Normal,1952,Man,White - Non-Hispanic,Christian - Lutheran,No,Re-elected,51.3,39.9,56.3,41.1,57.2,41.0,58.7,41.3,54.7,45.3,58.6,41.4,74.6,6.1,6.9,6.8,1.3,4.3,73.8,5.5,7.7,8.1,1.2,3.7 ,28.7 ,224 ,30.9 ,255 ,62206,154,51.4,423,295356,151373,117861,292060,164505,120066,286226,163623,117330,290564,170460,120104,0,181492,99279,82213,0,163036,115381,678135,474780,41570,64010,45695,8930,43150,511110,381105,31425,35060,34985,6415,22130,670187,467018,38279,65775,52709,8249,38157,503586,371678,27897,38696,40582,6024,18709
424,West Virginia 1st,WV-01,Republican,David,McKinley,2010,Normal,1947,Man,White - Non-Hispanic,Christian - Episcopalian,No,Re-elected,26.4,68.0,35.5,62.2,41.5,56.7,31.0,69.0,36.1,63.9,37.5,62.5,95.0,2.4,0.9,0.6,0.2,0.9,95.6,1.7,0.9,0.8,0.2,0.9 ,23.5 ,321 ,23.1 ,390 ,45611,364,73.0,424,243894,64384,165934,227948,81017,141736,247507,102826,140421,237003,73534,163469,0,143685,51842,91843,0,80342,133809,611095,576540,15180,6765,3770,980,7860,491170,466655,11950,4625,2865,820,4255,619988,588766,10835,5981,5205,1051,8150,494743,472882,8371,4206,4185,865,4234
425,West Virginia 2nd,WV-02,Republican,Alex,Mooney,2014,Normal,1971,Man,Hispanic - Cuban,Christian - Roman Catholic,No,Re-elected,29.4,65.8,38.0,60.0,43.9,54.7,41.8,58.2,43.9,47.1,30.2,69.8,92.5,3.8,1.3,0.6,0.2,1.6,92.5,4.3,1.5,0.6,0.2,0.9 ,21.5 ,360 ,21.1 ,407 ,48358,336,72.9,425,250267,73487,164674,234596,89079,140783,249130,109369,136259,242014,101207,140807,0,153092,67210,72042,13840,68560,158206,619815,565400,23960,10580,3840,1065,14980,485510,448995,18585,6270,2865,890,7905,616892,565040,26323,11409,3586,1313,9221,484668,448254,20640,7328,2914,1115,4417
426,West Virginia 3rd,WV-03,Vacant (R),,,,Normal,,,,,,Re-elected,23.3,72.5,32.8,65.0,42.3,55.7,24.0,67.9,44.7,55.3,54.0,46.0,94.0,3.8,0.8,0.4,0.2,0.9,93.7,3.9,0.7,0.6,0.2,0.9 ,17.4 ,410 ,17.2 ,429 ,37728,425,77.8,426,218890,50923,158763,207894,68173,135136,216725,91662,120786,207332,49708,140741,16883,139681,62418,77263,0,108223,92214,600945,562040,22435,5300,2200,1000,7970,476530,448110,17890,3715,1870,895,4055,616114,572450,24964,4878,3881,1129,8812,486165,455665,19107,3230,3031,922,4210
